instance_date,area_name_en,project_en,property_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,transaction_number
2026-08-03,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.32,1748888,102-68088-2026
2026-08-03,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.97,1611888,102-68226-2026
2026-08-03,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.3,1802110,102-68241-2026
2026-08-03,EMAAR SOUTH,Grove Ridge,Apartment,3 B/R,Off-Plan,162.78,3521888,102-68248-2026
2026-08-03,EMAAR SOUTH,Vista Ridge,Apartment,2 B/R,Off-Plan,128.48,2026888,102-68255-2026
2026-08-03,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,102.15,2305888,102-68258-2026
2026-08-03,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,102.05,1929888,102-68295-2026
2026-08-03,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.08,1297888,102-68301-2026
2026-08-04,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1248888,102-68437-2026
2026-08-04,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1256888,102-68443-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2146888,102-68469-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Waters,Apartment,1 B/R,Off-Plan,70,1761888,102-68605-2026
2026-08-04,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1971888,102-68612-2026
2026-08-04,DUBAI CREEK HARBOUR,Montiva,Apartment,2 B/R,Off-Plan,106.19,2938888,102-68697-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.7,6458888,102-68707-2026
2026-08-04,DUBAI CREEK HARBOUR,Montiva,Apartment,3 B/R,Off-Plan,177.52,4041888,102-68710-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4476888,102-68711-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Haven,Apartment,3 B/R,Off-Plan,173.81,6064130,102-68715-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.19,4599888,102-68718-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.19,4939888,102-68719-2026
2026-08-04,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,3796888,102-68744-2026
2026-08-05,DUBAI CREEK HARBOUR,Address Residences l Dubai Creek Harbour,Apartment,1 B/R,Off-Plan,70.37,2056888,102-68755-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3354151,102-68866-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3370110,102-68867-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3415888,102-68868-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.7,6308888,102-68869-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3415888,102-68870-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3348331,102-68871-2026
2026-08-05,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1922888,102-68872-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.08,1292888,102-68877-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1254888,102-69024-2026
2026-08-05,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1696888,102-69030-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,101.81,2332888,102-69033-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.28,2433230,102-69040-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1285888,102-69046-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1260888,102-69100-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1263888,102-69106-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1270888,102-69126-2026
2026-08-05,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1263888,102-69132-2026
2026-08-06,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1258888,102-69274-2026
2026-08-06,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1266888,102-69277-2026
2026-08-06,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1214888,102-69289-2026
2026-08-06,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,102.45,1982888,102-69305-2026
2026-08-06,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.89,1831888,102-69311-2026
2026-08-06,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1280888,102-69441-2026
2026-08-06,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.93,1614888,102-69451-2026
2026-08-07,DUBAI CREEK HARBOUR,Aeon,Apartment,1 B/R,Off-Plan,70.92,1739888,102-69452-2026
2026-08-10,DUBAI CREEK HARBOUR,Creek Waters,Apartment,1 B/R,Off-Plan,70,1762888,102-69490-2026
2026-08-07,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1978888,102-69676-2026
2026-08-07,DUBAI CREEK HARBOUR,Aeon,Apartment,2 B/R,Off-Plan,123.8,3220888,102-69677-2026
2026-08-07,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.24,1305888,102-69699-2026
2026-08-07,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.08,1282888,102-69702-2026
2026-08-07,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2124888,102-69714-2026
2026-08-07,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.17,1830888,102-69752-2026
2026-08-07,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1884888,102-69906-2026
2026-08-07,DUBAI CREEK HARBOUR,Creek Waters,Apartment,2 B/R,Off-Plan,105.26,2933888,102-69921-2026
2026-08-10,DUBAI CREEK HARBOUR,Creek Waters,Apartment,2 B/R,Off-Plan,105.41,2890888,102-70183-2026
2026-08-10,DUBAI CREEK HARBOUR,ARLO,Apartment,3 B/R,Off-Plan,162.12,5345888,102-70309-2026
2026-08-10,DUBAI CREEK HARBOUR,ARLO,Apartment,2 B/R,Off-Plan,116.91,2931888,102-70310-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1297888,102-70396-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1271888,102-70403-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,102.15,2189888,102-70405-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1270888,102-70407-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.08,1289888,102-70412-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.3,1834888,102-70417-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,67.08,1262130,102-70421-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,66.77,1271888,102-70424-2026
2026-08-11,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,92.29,1958888,102-70432-2026
2026-08-11,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,92.29,1947888,102-70435-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1265888,102-70440-2026
2026-08-11,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1249888,102-70514-2026
2026-08-11,DUBAI CREEK HARBOUR,Albero,Apartment,2 B/R,Off-Plan,135.02,3380004,102-70563-2026
2026-08-11,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3390888,102-70595-2026
2026-08-12,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1290888,102-70813-2026
2026-08-12,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,81.34,1920690,102-70867-2026
2026-08-12,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1801888,102-70873-2026
2026-08-12,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3384888,102-70895-2026
2026-08-13,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1248888,102-71351-2026
2026-08-13,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.17,1801130,102-71361-2026
2026-08-13,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1263888,102-71363-2026
2026-08-13,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1254101,102-71374-2026
2026-08-13,DUBAI CREEK HARBOUR,Address Residences l Dubai Creek Harbour,Apartment,2 B/R,Off-Plan,115.33,3602599,102-71385-2026
2026-08-13,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1242530,102-71386-2026
2026-08-13,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1245888,102-71391-2026
2026-08-13,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1253888,102-71404-2026
2026-08-13,EMAAR SOUTH,Golf Point,Apartment,2 B/R,Off-Plan,91.93,1290888,102-71441-2026
2026-08-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.78,3453888,102-71674-2026
2026-08-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3470888,102-71681-2026
2026-08-14,DUBAI CREEK HARBOUR,Aeon,Apartment,3 B/R,Off-Plan,164.1,4097888,102-71685-2026
2026-08-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.19,4640888,102-71688-2026
2026-08-14,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.6,1908888,102-71813-2026
2026-08-17,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3409888,102-72012-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1246888,102-72042-2026
2026-08-17,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.32,2072888,102-72094-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1253888,102-72130-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1287888,102-72160-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.28,2477888,102-72161-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1265888,102-72163-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,69.96,1282888,102-72176-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.59,1250888,102-72194-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,2 B/R,Off-Plan,109.17,1848888,102-72201-2026
2026-08-17,EMAAR SOUTH,Golf Trails,Apartment,1 B/R,Off-Plan,68.79,1261888,102-72204-2026
2026-08-17,EMAAR SOUTH,Grove Ridge,Apartment,1 B/R,Off-Plan,76.68,1351888,102-72208-2026
2026-08-18,DUBAI CREEK HARBOUR,Altus,Apartment,2 B/R,Off-Plan,108.1,2724888,102-72523-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,130.18,1926612,102-72687-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,88.55,1330452,102-72688-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,88.55,1328532,102-72690-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,199.78,2628372,102-72693-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,128.93,1858452,102-72700-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1238292,102-72701-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1211412,102-72704-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1211412,102-72707-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1213332,102-72711-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.93,1803732,102-72745-2026
2026-08-18,DUBAI CREEK HARBOUR,Altus,Apartment,1 B/R,Off-Plan,71.09,1740000,102-72750-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,1893012,102-72755-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1365972,102-72762-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,2103252,102-72766-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,199.69,2875092,102-72769-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,89.26,1337172,102-72772-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1255572,102-72774-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1542612,102-72776-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1228692,102-72780-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,3096852,102-72831-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2288532,102-72834-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1599252,102-72839-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1596372,102-72845-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1853652,102-72852-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1228692,102-72856-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1230612,102-72861-2026
2026-08-18,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1827732,102-72864-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,2010132,102-72988-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1447572,102-72989-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2502612,102-72990-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3199572,102-72992-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1602132,102-72993-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1599252,102-72994-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1258452,102-72995-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1230612,102-72996-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1232532,102-72997-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1450452,102-72998-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1545492,102-73000-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,254.87,4859412,102-73002-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,254.74,4856532,102-73005-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,258.1,4861332,102-73008-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,248.06,4821012,102-73015-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,255.45,4863252,102-73017-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1236372,102-73030-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,1799892,102-73040-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1455252,102-73043-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1552212,102-73047-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1237332,102-73050-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1823892,102-73056-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,2006292,102-73058-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1444692,102-73062-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2497812,102-73069-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1227732,102-73073-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3193812,102-73080-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1539732,102-73087-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1225812,102-73092-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1235412,102-73100-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,1957332,102-73105-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1352532,102-73109-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1350612,102-73113-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,2609172,102-73128-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1832532,102-73132-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1241172,102-73135-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1214292,102-73139-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1214292,102-73153-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1216212,102-73158-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1806612,102-73187-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,1918932,102-73192-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1384212,102-73195-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2199252,102-73197-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,2811732,102-73200-2026
2026-08-19,DUBAI CREEK HARBOUR,Address Residences l Dubai Creek Harbour,Apartment,1 B/R,Off-Plan,73.63,2161888,102-73201-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1341972,102-73204-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.83,1798932,102-73219-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1301652,102-73222-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1605012,102-73232-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1602132,102-73272-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1260372,102-73278-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1232532,102-73282-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1235412,102-73286-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1452372,102-73288-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1263252,102-73293-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1605972,102-73297-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1235412,102-73305-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,3078612,102-73306-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,3084372,102-73319-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1596372,102-73325-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2284692,102-73339-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1850772,102-73359-2026
2026-08-19,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1593492,102-73366-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1225812,102-73470-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1253652,102-73471-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.85,1827732,102-73472-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2507412,102-73474-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,2013972,102-73475-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1831572,102-73477-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2062932,102-73479-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1431252,102-73491-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1429332,102-73492-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1836372,102-73495-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.88,2761812,102-73499-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.02,1243092,102-73500-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1216212,102-73501-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1216212,102-73503-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1218132,102-73504-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1536852,102-73506-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1810452,102-73507-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,3187092,102-73513-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,1945812,102-73514-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1402452,102-73520-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2295252,102-73522-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,151.71,2934612,102-73525-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.77,1406292,102-73527-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1821012,102-73543-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,75.18,1441812,102-73549-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2493012,102-73557-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.89,2002452,102-73561-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1225812,102-73564-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1223892,102-73566-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.51,1223892,102-73567-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1857492,102-73584-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,109.42,2293332,102-73585-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,3 B/R,Off-Plan,253.21,4839252,102-73587-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,1 B/R,Off-Plan,73.61,1211412,102-73588-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,2008212,102-73629-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.42,2517012,102-73635-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,120.43,1865172,102-73646-2026
2026-08-20,EMAAR SOUTH,Golf Fields,Apartment,2 B/R,Off-Plan,118.91,1834452,102-73647-2026
