instance_date,area_name_en,property_type_en,property_sub_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,meter_sale_price,building_name_en,trans_group_en,nearest_metro_en,nearest_mall_en,sqft,ppsf
2023-11-14,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,117.5,2223870.0,18923.0,Island Park,Sales,Creek,The Beach,1265.0,1758.0
2023-11-23,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,113.2,2128374.0,18794.0,Lotus,Sales,Creek,The Beach,1218.0,1747.0
2023-11-02,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,43.3,933398.0,21560.0,Creek Gate,Sales,Creek,The Beach,466.0,2003.0
2023-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,118.5,2507925.0,21173.0,Orchid,Sales,Creek,The Beach,1276.0,1965.0
2023-11-04,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,44.9,907557.0,20226.0,Canal Front Residences,Sales,Creek,The Beach,483.0,1879.0
2023-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,76.6,1640100.0,21399.0,Canal Front Residences,Sales,Creek,The Beach,825.0,1988.0
2023-11-22,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,191.3,4064466.0,21248.0,Vida Creek Harbour,Sales,Creek,The Beach,2059.0,1974.0
2023-11-25,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,82.8,1683099.0,20333.0,Grove,Sales,Creek,The Beach,891.0,1889.0
2023-11-14,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,82.6,1625981.0,19687.0,Grove,Sales,Creek,The Beach,889.0,1829.0
2023-11-01,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,117.3,2160993.0,18417.0,Vida Creek Harbour,Sales,Creek,The Beach,1263.0,1711.0
2023-11-14,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,80.5,1566669.0,19451.0,Creek Horizon,Sales,Creek,The Beach,867.0,1807.0
2023-11-19,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,306.1,6168240.0,20150.0,Harbour Views,Sales,Creek,The Beach,3295.0,1872.0
2023-11-18,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,67.4,1291950.0,19181.0,The Cove,Sales,Creek,The Beach,725.0,1782.0
2023-11-22,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,192.7,3990376.0,20710.0,Cedar,Sales,Creek,The Beach,2074.0,1924.0
2023-11-26,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,81.0,1479784.0,18267.0,Island Park,Sales,Creek,The Beach,872.0,1697.0
2023-11-11,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,127.4,2436267.0,19128.0,Cedar,Sales,Creek,The Beach,1371.0,1777.0
2023-11-08,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,173.1,3370167.0,19472.0,Vida Creek Harbour,Sales,Creek,The Beach,1863.0,1809.0
2023-11-24,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,106.7,1841847.0,17255.0,Island Park,Sales,Creek,The Beach,1149.0,1603.0
2023-11-24,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,88.0,1636416.0,18600.0,Creek Beach,Sales,Creek,The Beach,947.0,1728.0
2023-11-08,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,48.1,873348.0,18148.0,Canal Front Residences,Sales,Creek,The Beach,518.0,1686.0
2023-11-21,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,98.7,1835136.0,18600.0,Creek Rise,Sales,Creek,The Beach,1062.0,1728.0
2023-11-18,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,94.2,1805934.0,19171.0,Orchid,Sales,Creek,The Beach,1014.0,1781.0
2023-11-03,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,116.7,2182928.0,18708.0,Cedar,Sales,Creek,The Beach,1256.0,1738.0
2023-11-10,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,82.7,1572630.0,19020.0,Island Park,Sales,Creek,The Beach,890.0,1767.0
2023-11-02,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,111.8,1962093.0,17556.0,Orchid,Sales,Creek,The Beach,1203.0,1631.0
2023-11-26,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,76.5,1565346.0,20473.0,Vida Creek Harbour,Sales,Creek,The Beach,823.0,1902.0
2023-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,38.4,788004.0,20538.0,Creek Rise,Sales,Creek,The Beach,413.0,1908.0
2023-11-27,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,137.3,2796376.0,20365.0,Harbour Views,Sales,Creek,The Beach,1478.0,1892.0
2023-11-11,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,132.1,2757258.0,20871.0,Creek Gate,Sales,Creek,The Beach,1422.0,1939.0
2023-11-03,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,76.4,1570020.0,20559.0,Creek Gate,Sales,Creek,The Beach,822.0,1910.0
2023-11-23,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,119.8,2538720.0,21184.0,Island Park,Sales,Creek,The Beach,1290.0,1968.0
2023-11-24,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,64.8,1345210.0,20775.0,Harbour Views,Sales,Creek,The Beach,698.0,1927.0
2023-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,132.2,2447560.0,18514.0,Island Park,Sales,Creek,The Beach,1423.0,1720.0
2023-11-17,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Ready,43.9,822547.0,18719.0,Creek Horizon,Sales,Creek,The Beach,473.0,1739.0
2023-11-15,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,131.5,2365880.0,17997.0,Island Park,Sales,Creek,The Beach,1415.0,1672.0
2023-11-07,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,70.8,1291590.0,18245.0,Creek Gate,Sales,Creek,The Beach,762.0,1695.0
2023-11-27,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,67.4,1364154.0,20226.0,Grove,Sales,Creek,The Beach,725.0,1882.0
2023-11-27,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,64.8,1331270.0,20559.0,Creek Vista,Sales,Creek,The Beach,698.0,1907.0
2023-11-25,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,138.6,2851212.0,20570.0,Creek Beach,Sales,Creek,The Beach,1492.0,1911.0
2023-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,66.5,1328180.0,19967.0,The Cove,Sales,Creek,The Beach,716.0,1855.0
2023-11-14,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,63.0,1181754.0,18762.0,Creek Gate,Sales,Creek,The Beach,678.0,1743.0
2023-11-09,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Ready,192.1,3685176.0,19181.0,Orchid,Sales,Creek,The Beach,2068.0,1782.0
2023-11-23,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,249.6,4855409.0,19451.0,Vida Creek Harbour,Sales,Creek,The Beach,2687.0,1807.0
2023-11-17,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,61.7,1262928.0,20473.0,Island Park,Sales,Creek,The Beach,664.0,1902.0
2023-11-17,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Ready,166.0,3030752.0,18256.0,Canal Front Residences,Sales,Creek,The Beach,1787.0,1696.0
2023-11-07,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,88.0,1677137.0,19063.0,Grove,Sales,Creek,The Beach,947.0,1771.0
2023-11-04,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,83.6,1854900.0,22185.0,Creek Vista,Sales,Creek,The Beach,900.0,2061.0
2023-11-08,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,134.4,2860719.0,21280.0,Harbour Views,Sales,Creek,The Beach,1447.0,1977.0
2023-11-02,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,96.0,1984393.0,20678.0,The Cove,Sales,Creek,The Beach,1033.0,1921.0
2023-11-18,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,86.5,1524047.0,17621.0,Creek Vista,Sales,Creek,The Beach,931.0,1637.0
2023-11-14,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,135.6,2578360.0,19009.0,Creek Beach,Sales,Creek,The Beach,1460.0,1766.0
2023-11-12,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,197.8,3757685.0,18998.0,Lotus,Sales,Creek,The Beach,2129.0,1765.0
2023-11-05,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Ready,183.5,3716950.0,20258.0,Creek Horizon,Sales,Creek,The Beach,1975.0,1882.0
2023-11-06,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,71.5,1303610.0,18223.0,Vida Creek Harbour,Sales,Creek,The Beach,770.0,1693.0
2023-11-23,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,64.8,1207540.0,18622.0,Creek Beach,Sales,Creek,The Beach,698.0,1730.0
2023-11-01,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,61.3,1188660.0,19386.0,Harbour Views,Sales,Creek,The Beach,660.0,1801.0
2023-11-10,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,45.9,889200.0,19375.0,Harbour Views,Sales,Creek,The Beach,494.0,1800.0
2023-11-23,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,83.8,1616384.0,19289.0,Cedar,Sales,Creek,The Beach,902.0,1792.0
2023-11-19,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,184.3,3547392.0,19246.0,Canal Front Residences,Sales,Creek,The Beach,1984.0,1788.0
2023-11-13,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,103.7,1851444.0,17857.0,Creek Horizon,Sales,Creek,The Beach,1116.0,1659.0
2023-11-08,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,133.2,2753280.0,20667.0,Creek Vista,Sales,Creek,The Beach,1434.0,1920.0
2023-11-07,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,69.7,1398000.0,20064.0,Creek Gate,Sales,Creek,The Beach,750.0,1864.0
2023-11-17,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,86.0,1732546.0,20139.0,The Cove,Sales,Creek,The Beach,926.0,1871.0
2023-11-20,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,107.5,2229539.0,20742.0,Canal Front Residences,Sales,Creek,The Beach,1157.0,1927.0
2023-11-10,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,131.9,2476480.0,18772.0,Creek Vista,Sales,Creek,The Beach,1420.0,1744.0
2023-11-13,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,196.8,4225410.0,21474.0,Creek Horizon,Sales,Creek,The Beach,2118.0,1995.0
2023-11-24,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,112.7,1945652.0,17265.0,Creek Gate,Sales,Creek,The Beach,1213.0,1604.0
2023-11-15,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,60.7,1295552.0,21356.0,Creek Beach,Sales,Creek,The Beach,653.0,1984.0
2023-11-14,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,62.5,1231590.0,19698.0,Grove,Sales,Creek,The Beach,673.0,1830.0
2023-11-26,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,104.1,1760640.0,16921.0,Creek Vista,Sales,Creek,The Beach,1121.0,1571.0
2023-11-21,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,171.8,3196921.0,18611.0,Island Park,Sales,Creek,The Beach,1849.0,1729.0
2023-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,126.3,2610639.0,20678.0,Creek Gate,Sales,Creek,The Beach,1359.0,1921.0
2023-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,75.2,1274175.0,16953.0,Island Park,Sales,Creek,The Beach,809.0,1575.0
2023-11-09,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,74.5,1407510.0,18891.0,Lotus,Sales,Creek,The Beach,802.0,1755.0
2023-11-06,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,82.7,1645610.0,19903.0,Canal Front Residences,Sales,Creek,The Beach,890.0,1849.0
2023-11-18,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,75.1,1498840.0,19967.0,Creek Rise,Sales,Creek,The Beach,808.0,1855.0
2023-11-27,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,96.3,1866600.0,19375.0,Grove,Sales,Creek,The Beach,1037.0,1800.0
2023-11-12,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,80.9,1581736.0,19547.0,Orchid,Sales,Creek,The Beach,871.0,1816.0
2023-11-20,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,69.9,1349840.0,19321.0,Creek Vista,Sales,Creek,The Beach,752.0,1795.0
2023-11-11,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,200.6,3549396.0,17696.0,Creek Gate,Sales,Creek,The Beach,2159.0,1644.0
2023-11-12,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,244.0,3831334.0,15705.0,Harbour Cove,Sales,Creek,The Beach,2626.0,1459.0
2023-11-22,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,352.4,5761567.0,16351.0,Creek Waters 2,Sales,Creek,The Beach,3793.0,1519.0
2023-11-04,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,298.1,5458509.0,18310.0,Harbour Cove,Sales,Creek,The Beach,3209.0,1701.0
2023-11-07,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,241.1,3840600.0,15931.0,Creek Waters 2,Sales,Creek,The Beach,2595.0,1480.0
2023-11-02,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,290.2,4854696.0,16727.0,Creek Beach Townhouses,Sales,Creek,The Beach,3124.0,1554.0
2023-11-22,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,299.0,4621048.0,15457.0,Creek Waters 2,Sales,Creek,The Beach,3218.0,1436.0
2023-11-25,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,244.9,3975088.0,16232.0,Harbour Cove,Sales,Creek,The Beach,2636.0,1508.0
2023-11-14,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,237.6,3867696.0,16275.0,Creek Beach Townhouses,Sales,Creek,The Beach,2558.0,1512.0
2023-11-02,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,248.1,4132037.0,16652.0,Harbour Cove,Sales,Creek,The Beach,2671.0,1547.0
2023-11-14,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,187.1,2859880.0,15285.0,Creek Waters 2,Sales,Creek,The Beach,2014.0,1420.0
2023-11-04,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,217.6,3384190.0,15554.0,Harbour Cove,Sales,Creek,The Beach,2342.0,1445.0
2023-11-19,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,187.8,2935944.0,15629.0,The Cove Townhouses,Sales,Creek,The Beach,2021.0,1453.0
2023-11-21,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,217.6,3667572.0,16856.0,Creek Beach Townhouses,Sales,Creek,The Beach,2342.0,1566.0
2023-11-09,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,246.9,3596274.0,14564.0,Creek Beach Townhouses,Sales,Creek,The Beach,2658.0,1353.0
2023-11-10,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,329.2,4603656.0,13982.0,The Cove Townhouses,Sales,Creek,The Beach,3544.0,1299.0
2023-11-15,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,233.4,3597184.0,15414.0,Harbour Cove,Sales,Creek,The Beach,2512.0,1432.0
2023-11-03,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,347.5,5374380.0,15468.0,Creek Waters,Sales,Creek,The Beach,3740.0,1437.0
2023-11-07,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,215.3,3493226.0,16221.0,Harbour Cove,Sales,Creek,The Beach,2317.0,1508.0
2023-11-01,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,224.8,3511420.0,15619.0,Creek Waters 2,Sales,Creek,The Beach,2420.0,1451.0
2023-11-16,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,193.2,3028480.0,15672.0,Creek Waters,Sales,Creek,The Beach,2080.0,1456.0
2023-11-12,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,264.3,4202065.0,15898.0,Creek Waters,Sales,Creek,The Beach,2845.0,1477.0
2023-11-20,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,322.1,5366916.0,16663.0,Harbour Cove,Sales,Creek,The Beach,3467.0,1548.0
2023-11-05,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,256.3,4168849.0,16264.0,The Cove Townhouses,Sales,Creek,The Beach,2759.0,1511.0
2023-11-06,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,256.4,3938520.0,15360.0,The Cove Townhouses,Sales,Creek,The Beach,2760.0,1427.0
2023-11-26,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,227.8,3798148.0,16673.0,Creek Waters 2,Sales,Creek,The Beach,2452.0,1549.0
2023-11-12,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,190.8,3495908.0,18320.0,Harbour Cove,Sales,Creek,The Beach,2054.0,1702.0
2023-11-14,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,280.1,4290345.0,15317.0,Creek Waters 2,Sales,Creek,The Beach,3015.0,1423.0
2023-11-19,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,238.3,3744900.0,15715.0,The Cove Townhouses,Sales,Creek,The Beach,2565.0,1460.0
2023-11-18,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,257.1,3926373.0,15274.0,Harbour Cove,Sales,Creek,The Beach,2767.0,1419.0
2023-11-24,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,217.4,3334500.0,15339.0,The Cove Townhouses,Sales,Creek,The Beach,2340.0,1425.0
2023-11-27,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,344.1,5181896.0,15059.0,Harbour Cove,Sales,Creek,The Beach,3704.0,1399.0
2023-11-10,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,251.4,3888522.0,15468.0,Creek Waters,Sales,Creek,The Beach,2706.0,1437.0
2023-11-03,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,333.5,5977350.0,17922.0,Creek Beach Townhouses,Sales,Creek,The Beach,3590.0,1665.0
2023-11-22,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,195.7,3227924.0,16490.0,Creek Waters,Sales,Creek,The Beach,2107.0,1532.0
2023-11-27,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,217.0,3800672.0,17513.0,Creek Waters 2,Sales,Creek,The Beach,2336.0,1627.0
2023-11-12,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,304.0,4773848.0,15705.0,The Cove Townhouses,Sales,Creek,The Beach,3272.0,1459.0
2023-11-22,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,219.2,3767323.0,17190.0,The Cove Townhouses,Sales,Creek,The Beach,2359.0,1597.0
2023-11-24,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,210.6,3486646.0,16555.0,Creek Beach Townhouses,Sales,Creek,The Beach,2267.0,1538.0
2023-11-07,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,297.8,4969300.0,16684.0,Creek Waters,Sales,Creek,The Beach,3206.0,1550.0
2023-11-26,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,340.4,5268832.0,15479.0,Creek Waters,Sales,Creek,The Beach,3664.0,1438.0
2023-11-15,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,331.9,4959324.0,14940.0,Harbour Cove,Sales,Creek,The Beach,3573.0,1388.0
2023-11-01,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,237.8,3965440.0,16673.0,Creek Waters 2,Sales,Creek,The Beach,2560.0,1549.0
2023-11-25,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,206.6,3195888.0,15468.0,Creek Waters,Sales,Creek,The Beach,2224.0,1437.0
2023-11-21,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,293.2,4295316.0,14650.0,The Cove Townhouses,Sales,Creek,The Beach,3156.0,1361.0
2023-11-21,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,319.5,5271987.0,16501.0,The Cove Townhouses,Sales,Creek,The Beach,3439.0,1533.0
2023-11-10,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,343.0,5608148.0,16351.0,Creek Waters,Sales,Creek,The Beach,3692.0,1519.0
2023-11-20,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,326.9,5334804.0,16318.0,Creek Waters 2,Sales,Creek,The Beach,3519.0,1516.0
2023-11-24,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,256.5,4077997.0,15898.0,Creek Beach Townhouses,Sales,Creek,The Beach,2761.0,1477.0
2023-12-10,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,111.7,2218892.0,19870.0,Creek Beach,Sales,Creek,The Beach,1202.0,1846.0
2023-12-17,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,125.4,2378700.0,18966.0,Creek Rise,Sales,Creek,The Beach,1350.0,1762.0
2023-12-17,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,46.5,882500.0,18998.0,Creek Horizon,Sales,Creek,The Beach,501.0,1761.0
2023-12-20,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,80.8,1459860.0,18062.0,Vida Creek Harbour,Sales,Creek,The Beach,870.0,1678.0
2023-12-17,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,78.4,1531016.0,19526.0,Orchid,Sales,Creek,The Beach,844.0,1814.0
2023-12-25,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,308.7,5519503.0,17879.0,Creek Vista,Sales,Creek,The Beach,3323.0,1661.0
2023-12-08,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,314.9,6912210.0,21948.0,Creek Gate,Sales,Creek,The Beach,3390.0,2039.0
2023-12-23,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,303.8,6468060.0,21291.0,Creek Beach,Sales,Creek,The Beach,3270.0,1978.0
2023-12-06,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,69.0,1194744.0,17309.0,Vida Creek Harbour,Sales,Creek,The Beach,743.0,1608.0
2023-12-07,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,43.2,872805.0,20204.0,Creek Vista,Sales,Creek,The Beach,465.0,1877.0
2023-12-26,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,94.1,1836569.0,19515.0,Creek Gate,Sales,Creek,The Beach,1013.0,1813.0
2023-12-19,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,74.4,1541124.0,20710.0,Creek Vista,Sales,Creek,The Beach,801.0,1924.0
2023-12-21,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,39.0,740460.0,18977.0,Orchid,Sales,Creek,The Beach,420.0,1763.0
2023-12-09,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,106.4,2259085.0,21237.0,Orchid,Sales,Creek,The Beach,1145.0,1973.0
2023-12-10,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,47.8,988285.0,20656.0,Vida Creek Harbour,Sales,Creek,The Beach,515.0,1919.0
2023-12-23,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,137.1,2405880.0,17545.0,Creek Vista,Sales,Creek,The Beach,1476.0,1630.0
2023-12-01,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,66.8,1299952.0,19461.0,Orchid,Sales,Creek,The Beach,719.0,1808.0
2023-12-08,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,166.9,3525548.0,21130.0,Cedar,Sales,Creek,The Beach,1797.0,1962.0
2023-12-06,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,86.4,1787460.0,20688.0,Creek Gate,Sales,Creek,The Beach,930.0,1922.0
2023-12-18,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,150.6,3394374.0,22540.0,The Cove,Sales,Creek,The Beach,1621.0,2094.0
2023-12-25,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,71.5,1491490.0,20850.0,Creek Rise,Sales,Creek,The Beach,770.0,1937.0
2023-12-01,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,137.7,2541630.0,18460.0,Lotus,Sales,Creek,The Beach,1482.0,1715.0
2023-12-08,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,115.6,2256616.0,19526.0,Vida Creek Harbour,Sales,Creek,The Beach,1244.0,1814.0
2023-12-02,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,117.6,2264874.0,19257.0,Orchid,Sales,Creek,The Beach,1266.0,1789.0
2023-12-16,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Ready,49.1,955680.0,19483.0,Creek Rise,Sales,Creek,The Beach,529.0,1807.0
